日期,指标代码,指标名称,数值,单位,频率,来源
2020-08-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9402,人民币/美元,日度,Frankfurter API
2020-08-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9215,人民币/美元,日度,Frankfurter API
2020-08-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9113,人民币/美元,日度,Frankfurter API
2020-08-20,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9186,人民币/美元,日度,Frankfurter API
2020-08-21,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9235,人民币/美元,日度,Frankfurter API
2020-08-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9129,人民币/美元,日度,Frankfurter API
2020-08-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.9131,人民币/美元,日度,Frankfurter API
2020-08-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.893,人民币/美元,日度,Frankfurter API
2020-08-27,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8883,人民币/美元,日度,Frankfurter API
2020-08-28,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.861,人民币/美元,日度,Frankfurter API
2020-08-31,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8435,人民币/美元,日度,Frankfurter API
2020-09-01,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.819,人民币/美元,日度,Frankfurter API
2020-09-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8271,人民币/美元,日度,Frankfurter API
2020-09-03,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8401,人民币/美元,日度,Frankfurter API
2020-09-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8406,人民币/美元,日度,Frankfurter API
2020-09-07,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8326,人民币/美元,日度,Frankfurter API
2020-09-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8441,人民币/美元,日度,Frankfurter API
2020-09-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8448,人民币/美元,日度,Frankfurter API
2020-09-10,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8379,人民币/美元,日度,Frankfurter API
2020-09-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8368,人民币/美元,日度,Frankfurter API
2020-09-14,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8194,人民币/美元,日度,Frankfurter API
2020-09-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7714,人民币/美元,日度,Frankfurter API
2020-09-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7595,人民币/美元,日度,Frankfurter API
2020-09-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7696,人民币/美元,日度,Frankfurter API
2020-09-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7731,人民币/美元,日度,Frankfurter API
2020-09-21,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7865,人民币/美元,日度,Frankfurter API
2020-09-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.776,人民币/美元,日度,Frankfurter API
2020-09-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7938,人民币/美元,日度,Frankfurter API
2020-09-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8293,人民币/美元,日度,Frankfurter API
2020-09-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8292,人民币/美元,日度,Frankfurter API
2020-09-28,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8132,人民币/美元,日度,Frankfurter API
2020-09-29,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.8174,人民币/美元,日度,Frankfurter API
2020-09-30,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.809,人民币/美元,日度,Frankfurter API
2020-10-01,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7908,人民币/美元,日度,Frankfurter API
2020-10-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7908,人民币/美元,日度,Frankfurter API
2020-10-05,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.809,人民币/美元,日度,Frankfurter API
2020-10-06,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7919,人民币/美元,日度,Frankfurter API
2020-10-07,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7913,人民币/美元,日度,Frankfurter API
2020-10-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7908,人民币/美元,日度,Frankfurter API
2020-10-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7017,人民币/美元,日度,Frankfurter API
2020-10-12,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7445,人民币/美元,日度,Frankfurter API
2020-10-13,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7352,人民币/美元,日度,Frankfurter API
2020-10-14,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7312,人民币/美元,日度,Frankfurter API
2020-10-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7324,人民币/美元,日度,Frankfurter API
2020-10-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6978,人民币/美元,日度,Frankfurter API
2020-10-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6837,人民币/美元,日度,Frankfurter API
2020-10-20,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6823,人民币/美元,日度,Frankfurter API
2020-10-21,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6553,人民币/美元,日度,Frankfurter API
2020-10-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6813,人民币/美元,日度,Frankfurter API
2020-10-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6765,人民币/美元,日度,Frankfurter API
2020-10-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7131,人民币/美元,日度,Frankfurter API
2020-10-27,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.706,人民币/美元,日度,Frankfurter API
2020-10-28,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7234,人民币/美元,日度,Frankfurter API
2020-10-29,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.7098,人民币/美元,日度,Frankfurter API
2020-10-30,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6813,人民币/美元,日度,Frankfurter API
2020-11-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6909,人民币/美元,日度,Frankfurter API
2020-11-03,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6824,人民币/美元,日度,Frankfurter API
2020-11-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.658,人民币/美元,日度,Frankfurter API
2020-11-05,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6074,人民币/美元,日度,Frankfurter API
2020-11-06,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6106,人民币/美元,日度,Frankfurter API
2020-11-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.604,人民币/美元,日度,Frankfurter API
2020-11-10,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6148,人民币/美元,日度,Frankfurter API
2020-11-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6244,人民币/美元,日度,Frankfurter API
2020-11-12,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6241,人民币/美元,日度,Frankfurter API
2020-11-13,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.6078,人民币/美元,日度,Frankfurter API
2020-11-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5888,人民币/美元,日度,Frankfurter API
2020-11-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5555,人民币/美元,日度,Frankfurter API
2020-11-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5571,人民币/美元,日度,Frankfurter API
2020-11-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5861,人民币/美元,日度,Frankfurter API
2020-11-20,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.568,人民币/美元,日度,Frankfurter API
2020-11-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.569,人民币/美元,日度,Frankfurter API
2020-11-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5868,人民币/美元,日度,Frankfurter API
2020-11-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.576,人民币/美元,日度,Frankfurter API
2020-11-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.576,人民币/美元,日度,Frankfurter API
2020-11-27,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5779,人民币/美元,日度,Frankfurter API
2020-11-30,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5775,人民币/美元,日度,Frankfurter API
2020-12-01,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5708,人民币/美元,日度,Frankfurter API
2020-12-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5641,人民币/美元,日度,Frankfurter API
2020-12-03,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5482,人民币/美元,日度,Frankfurter API
2020-12-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5319,人民币/美元,日度,Frankfurter API
2020-12-07,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5394,人民币/美元,日度,Frankfurter API
2020-12-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5309,人民币/美元,日度,Frankfurter API
2020-12-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5379,人民币/美元,日度,Frankfurter API
2020-12-10,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5418,人民币/美元,日度,Frankfurter API
2020-12-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5462,人民币/美元,日度,Frankfurter API
2020-12-14,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.544,人民币/美元,日度,Frankfurter API
2020-12-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5455,人民币/美元,日度,Frankfurter API
2020-12-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5332,人民币/美元,日度,Frankfurter API
2020-12-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5332,人民币/美元,日度,Frankfurter API
2020-12-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5377,人民币/美元,日度,Frankfurter API
2020-12-21,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5542,人民币/美元,日度,Frankfurter API
2020-12-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5411,人民币/美元,日度,Frankfurter API
2020-12-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5386,人民币/美元,日度,Frankfurter API
2020-12-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5303,人民币/美元,日度,Frankfurter API
2020-12-28,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5395,人民币/美元,日度,Frankfurter API
2020-12-29,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5315,人民币/美元,日度,Frankfurter API
2020-12-30,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.525,人民币/美元,日度,Frankfurter API
2020-12-31,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5378,人民币/美元,日度,Frankfurter API
2021-01-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4642,人民币/美元,日度,Frankfurter API
2021-01-05,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4636,人民币/美元,日度,Frankfurter API
2021-01-06,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4559,人民币/美元,日度,Frankfurter API
2021-01-07,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4673,人民币/美元,日度,Frankfurter API
2021-01-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.464,人民币/美元,日度,Frankfurter API
2021-01-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4792,人民币/美元,日度,Frankfurter API
2021-01-12,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4613,人民币/美元,日度,Frankfurter API
2021-01-13,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4702,人民币/美元,日度,Frankfurter API
2021-01-14,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4673,人民币/美元,日度,Frankfurter API
2021-01-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4752,人民币/美元,日度,Frankfurter API
2021-01-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4953,人民币/美元,日度,Frankfurter API
2021-01-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4796,人民币/美元,日度,Frankfurter API
2021-01-20,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4699,人民币/美元,日度,Frankfurter API
2021-01-21,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4609,人民币/美元,日度,Frankfurter API
2021-01-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4831,人民币/美元,日度,Frankfurter API
2021-01-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4773,人民币/美元,日度,Frankfurter API
2021-01-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4677,人民币/美元,日度,Frankfurter API
2021-01-27,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4728,人民币/美元,日度,Frankfurter API
2021-01-28,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4698,人民币/美元,日度,Frankfurter API
2021-01-29,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.431,人民币/美元,日度,Frankfurter API
2021-02-01,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4667,人民币/美元,日度,Frankfurter API
2021-02-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.456,人民币/美元,日度,Frankfurter API
2021-02-03,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4594,人民币/美元,日度,Frankfurter API
2021-02-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.464,人民币/美元,日度,Frankfurter API
2021-02-05,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4704,人民币/美元,日度,Frankfurter API
2021-02-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4547,人民币/美元,日度,Frankfurter API
2021-02-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4354,人民币/美元,日度,Frankfurter API
2021-02-10,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4513,人民币/美元,日度,Frankfurter API
2021-02-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4582,人民币/美元,日度,Frankfurter API
2021-02-12,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4591,人民币/美元,日度,Frankfurter API
2021-02-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4582,人民币/美元,日度,Frankfurter API
2021-02-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4582,人民币/美元,日度,Frankfurter API
2021-02-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4582,人民币/美元,日度,Frankfurter API
2021-02-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.469,人民币/美元,日度,Frankfurter API
2021-02-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4518,人民币/美元,日度,Frankfurter API
2021-02-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4656,人民币/美元,日度,Frankfurter API
2021-02-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4651,人民币/美元,日度,Frankfurter API
2021-02-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4517,人民币/美元,日度,Frankfurter API
2021-02-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4538,人民币/美元,日度,Frankfurter API
2021-02-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4669,人民币/美元,日度,Frankfurter API
2021-03-01,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4689,人民币/美元,日度,Frankfurter API
2021-03-02,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4716,人民币/美元,日度,Frankfurter API
2021-03-03,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4656,人民币/美元,日度,Frankfurter API
2021-03-04,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4688,人民币/美元,日度,Frankfurter API
2021-03-05,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.491,人民币/美元,日度,Frankfurter API
2021-03-08,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5267,人民币/美元,日度,Frankfurter API
2021-03-09,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.514,人民币/美元,日度,Frankfurter API
2021-03-10,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5114,人民币/美元,日度,Frankfurter API
2021-03-11,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.4846,人民币/美元,日度,Frankfurter API
2021-03-12,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.506,人民币/美元,日度,Frankfurter API
2021-03-15,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5023,人民币/美元,日度,Frankfurter API
2021-03-16,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5,人民币/美元,日度,Frankfurter API
2021-03-17,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5033,人民币/美元,日度,Frankfurter API
2021-03-18,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5066,人民币/美元,日度,Frankfurter API
2021-03-19,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5102,人民币/美元,日度,Frankfurter API
2021-03-22,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5053,人民币/美元,日度,Frankfurter API
2021-03-23,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5107,人民币/美元,日度,Frankfurter API
2021-03-24,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5229,人民币/美元,日度,Frankfurter API
2021-03-25,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.543,人民币/美元,日度,Frankfurter API
2021-03-26,USD_CNY,人民币/美元汇率（USD/CNY，1美元兑人民币）,6.5407,人民币/美元,日度,Frankfurter API
